id,sentence1,domain,label
287,Today I am grateful for the #reproductiverights that allow so many families to escape poverty. #abvote #SemST,abortion,favor
288,Since now the LGBT community received equal rights now it's time to give equal rights to the unborn community! #SemST,abortion,against
289,"Why would a mother advice her daughter to abort?? Shame, responsibility, but truly is that the best advice?? #ItsNotOnItsNotSafe #SemST",abortion,against
290,"...and said unto them, Suffer the little children to come unto me, & forbid them not: for of such is the kingdom of God. Mk 10:14 #SemST",abortion,against
291,@user Large parts of it were difficult to write so I can't imagine having to read the fucking thing. #SemST,abortion,none
292,"@user do you have influence on policy on how the info is presented as a whole, given that you are listed as a Partner. #SemST",abortion,none
293,The Democrats just gave the most chilling reply when asked if they support aborting 7-pound babies #SemST,abortion,against
294,@user @user @user Ginsburg already supports the death penalty..i.e. #SemST,abortion,against
295,@user I am in favor of women's rights and their right to choose. How I chose is irrelevant to others #SemST,abortion,against
296,"RT @user Dear Religious Right: I keep my uterus out of your church, so keep your church out my uterus. #SemST",abortion,favor
297,"Unthinkable, shameful, acceptable, encouraged, desirable  ...the evolution of killing the defenseless.   @user @user #SemST",abortion,against
298,RT @user #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin. #SemST,abortion,against
299,"Sweat, killed and cut up his victim, extreme deadbeat parents do the same to innocent babies by abortion, #scotusabortion #SemST",abortion,against
300,You will not #silence my message you will not mock my #God you will stop #killing my #generation.youth #SemST,abortion,against
301,RT @user RT if you're ready to help us defeat #AssistedSuicidelike we defeated #AbortionExpansion! #noPASny #SemST,abortion,against
302,@user every time @user pops up I think its you posting. #dyslexic #oneinthesame  #SemST,abortion,none
303,"#Abstinence proponent #BristolPalin, pregnant with second child, conceives of #humility.  #MirthControl #BirthControl #SemST",abortion,none
304,They were slaying their own souls when they offered up their sons & when they shed the blood of infants. #Augustine #Psalm106 #SemST,abortion,against
305,We're at a moment where we need the kind of intergenerational dialogue that RBG brings @user  @user Spotlight:Health #SemST,abortion,none
306,@user please consider the status of preborn girls as the most vulnerable women in society. #peivotes #SemST,abortion,against
307,The right to #choose? Thats a #lie! #babies don't choose to #die! Prolifeyouthgen #SemST,abortion,against
308,"'Amen, I say to you, whatever you did for one of these least brothers of mine, you did for Me.'  Mt 25:40  #ProLifeYouth #SemST",abortion,against
309,RT @user Im Prolife and Abortion has and will always be taking a life!  #ChooseLife #Christians #Prolife... #SemST,abortion,against
310,"There's a law protecting unborn eagles, but not  humans uh, idk if you've noticed, but there aren't 7 billion eagles around. #SemST",abortion,against
311,RT @user I will fight for the unborn! #SemST,abortion,against
312,@user so because #SCOTUS ruled fors you think everyone just threw their hands up and supported #LoveWins #SemST,abortion,none
313,"Justice Breyer et al think injections into arms of killers is heinous.  No word on acidic saline executing unborn babies, however.  #SemST",abortion,against
314,"@user when did God define anything? Right, you are just a bigot trying to stick to your closed-minded agenda. #bigot #SemST",abortion,none
315,Do to others whatever you would have them do to you. This is the law and the prophets.  Mt 7:12  #ProLifeYouth #SemST,abortion,against
316,It is the greatest of all mistakes to do nothing because you can only do little. Do what you can. | #humandignity #SemST,abortion,none
317,"@user I'm not surprised murder is legal in Israel, should be illegal in civilized countries like USA #SemST",abortion,against
318,Gov Brownback visits cities in #Kansas 2 sign new #bill  #woman #SemST,abortion,none
319,"#Hillary, Here's one Christian whose religion views will never ""adapt"" to include abortion. Abortion is murder. #SemST",abortion,against
320,God forbid you'd ever have to walk a mile in her shoes. Then you really might know what it's like to have to choose. #SemST,abortion,favor
321,"@user Thanks to anti-choicers, women dealing with this may also face prosecution. #SemST",abortion,favor
322,@user  @user All children except the millions that have been aborted #everylifematters #SemST,abortion,against
323,"deep-seated cultural codes, religious beliefs and structural biases have to be changed No, @user now what? #SemST",abortion,none
324,"@user Or another hypocrisy are  those who campaign for animal rights but are ""pro choice"" . #SemST",abortion,against
325,do you spend more in cares to animals than in charity? #LaudatoSi #SemST,abortion,none
326,I watched #AfterTiller and it gave me a whole new perspective on a woman's right to choose. #womensRights,abortion,favor
327,Life is our first and most basic human right.,abortion,against
328,"Democrats are always AGAINST ""Personhood"" or what they perceive to be legislation to recognize #Personhood. Always. #Colorado #SemST",abortion,against
329,"Dear #SCOTUS, now that you deemed it constitutional to ""defend the rights of ALL people,"" can we get a ruling to abolish abortion? #SemST",abortion,against
330,"@user celebrates ""equality"" while 3000 unborn babies were killed today. Let's talk about a real inequality sir #LifeEquality #SemST",abortion,against
331,In church for a Pro-life meeting. I will be the voice for the unborn. #SaveTheBabiesBumpThemAnimals #GodIsLoveSoLoveWins!! #SemST,abortion,against
332,If #BlackLivesMatter why not black babies in the womb? Somehow their lives don't matter.... puzzled with that one. #catholic #SemST,abortion,against
333,Dear #BristolPalin. STOP. Just FUCKING STOP. You have choices. It's called #abortion. Take it or leave it but quit whining. #fem2 #SemST,abortion,favor
334,.@giannaberettamo @user @user Happy feast of St. Gianna Beretta Molla! May she pray for us! #SemST,abortion,against
335,"@user ""Courage isn't living without fear.  Courage is being scared to death and doing the right thing anyway!""  #SemST",abortion,none
336,I truly believe that #BlackLivesMatter and that's why I'm against Planned Parenthood. #ycot #SemST,abortion,against
337,RT @user Save the Baby Humans! #WAAR #SemST,abortion,against
338,"on a side note, just because you think smtg is wrong, doesn't mean everyone else  have to live accd to your beliefs.. ^^ #SemST",abortion,none
339,"We all are sinners, but what right do humans have to kill another human being? Is that what God wanted us to do? #SCL #thoughts #SemST",abortion,against
340,"I'm pro choice for if you want to kill living babies, go right ahead. #SemST",abortion,favor
341,#Prolife laws kill women. Real #feminists are #prochoice. Calling us #feminazi? Because of course you have no arguments. #fem2 #SemST,abortion,against
342,You know what's best You know what's best for your well being You know what's best for your life... # #SemST,abortion,none
343,I wonder if America will like focus on real issues now #starvingchildren #abuse #nationaldebt #terrorism #SemST,abortion,none
344,We should not deny the basic human right to life for unborn babies. #LifeWins #EndTheDiscrimination #SemST,abortion,against
345,Bad 2 days for #Kansas Conservatives #ksleg @user going 0-4 in courts #SCOTUSMarriage #SCOTUScare #schoolfunding #sweep #SemST,abortion,none
346,#cogar @user get more #questions on #d #ballott! #ireland's #dail is stuck. We'll #help! #drugswar #landwar #etc. #tanks,abortion,none
347,We are surprised at #SCOTUS ruling on marriage? Isn't this the the same government agency that legalized murder? #SemST,abortion,against
348,"In so many ways, to so many people around the world, America really IS the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica #SemST",abortion,against
349,I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no.,abortion,favor
350,Definitely the #SCOTUS today has landed where women are. #Texas #clinics #issues #SemST,abortion,favor
351,@user Like i said you are weak. We are strong!   #Christian  #WeWillOvercome #SemST,abortion,against
352,"@user I don't confuse ""right to life"" with 'right-to-use-someone's-body-without-consent'. Do you? #rapeculture #SemST",abortion,favor
353,Way to go Mozambique.  Thank you for recognizing #Equality We should be allowed to make our own choices.  #SemST,abortion,against
354,"@user -there should be a ""stigma"" to butchering pre-born children - its a horrendous crime against humanity.  #murder",abortion,against
355,"#Mozambique's new penal code takes effect on Wednesday containing several significant new elements,including #decriminalisation of #SemST",abortion,against
356,@user  #DailyWordsOfWisdom Pat's best Hell is for children  still defines goverment #fostercare #adoption #SemST,abortion,against
357,Praying for that innocent lady. She's a victim too. I hope the execution will not proceed. #NoToDeathPenalty #SaveMaryJaneVeloso #SemST,abortion,none
358,Terrible golf last couple days! Goes down on the notes as one of these  #SemST,abortion,none
